searge,name,side,desc
func_76567_e,canRespawnHere,2,"True if the player can respawn in this dimension (true = overworld, false = nether)."
func_76568_b,doesXZShowFog,0,"Returns true if the given X,Z coordinate should show environmental fog."
func_76569_d,isSurfaceWorld,2,"Returns 'true' if in the ""main surface world"", but 'false' if in the Nether or End dimensions."
func_76570_a,getProviderForDimension,2,
func_76571_f,getCloudHeight,0,the y level at which clouds are rendered.
func_76572_b,registerWorldChunkManager,2,creates a new world chunk manager for WorldProvider
func_76581_a,set,2,"Arguments are x, y, z, val. Sets the nibble of data at x << 11 | z << 7 | y to val."
func_76582_a,get,2,"Returns the nibble of data corresponding to the passed in x, y, z. y is at most 6 bits, z is at most 4."
func_76587_i,getBlockStorageArray,2,Returns the ExtendedBlockStorage array for this Chunk.
func_76590_a,generateHeightMap,0,Generates the height map for a chunk from scratch
func_76594_o,enqueueRelightChecks,2,"Called once-per-chunk-per-tick, and advances the round-robin relight check index by up to 8 blocks at a time. In a worst-case scenario, can potentially take up to 25.6 seconds, calculated via (4096/8)/20, to re-check all blocks in a chunk, which may explain lagging light updates on initial world generation."
func_76595_e,propagateSkylightOcclusion,2,Propagates a given sky-visible block's light value downward and upward to neighboring blocks as necessary.
func_76599_g,checkSkylightNeighborHeight,2,Checks the height of a block next to a sky-visible block and schedules a lighting update as necessary.
func_76600_a,isAtLocation,2,Checks whether the chunk is at the X/Z location specified
func_76601_a,needsSaving,2,Returns true if this Chunk needs to be saved
func_76602_a,setStorageArrays,2,
func_76603_b,generateSkylightMap,2,Generates the initial skylight map for the chunk upon generation or load.
func_76605_m,getBiomeArray,2,Returns an array containing a 16x16 mapping on the X/Z of block positions in this Chunk to biome IDs.
func_76606_c,getAreLevelsEmpty,2,Returns whether the ExtendedBlockStorages containing levels (in blocks) from arg 1 to arg 2 are fully empty (true) or not (false).
func_76608_a,removeEntityAtIndex,2,Removes entity at the specified index from the entity array.
func_76609_d,updateSkylightNeighborHeight,2,
func_76611_b,getHeight,2,"Returns the value in the height map at this x, z coordinate in the chunk"
func_76612_a,addEntity,2,Adds an entity to the chunk. Args: entity
func_76613_n,resetRelightChecks,2,Resets the relight check index to 0 for this Chunk.
func_76615_h,relightBlock,2,Initiates the recalculation of both the block-light and sky-light for a given block inside a chunk.
func_76616_a,setBiomeArray,2,Accepts a 256-entry array that contains a 16x16 mapping on the X/Z plane of block positions in this Chunk to biome IDs.
func_76617_a,getRandomWithSeed,2,
func_76621_g,isEmpty,2,
func_76622_b,removeEntity,2,removes entity using its y chunk coordinate as its index
func_76623_d,onChunkUnload,2,Called when this Chunk is unloaded by the ChunkProvider
func_76624_a,populateChunk,2,
func_76625_h,getTopFilledSegment,2,Returns the topmost ExtendedBlockStorage instance for this Chunk that actually contains a block.
func_76628_c,getBlockMetadata,2,Return the metadata corresponding to the given coordinates inside a chunk.
func_76630_e,setChunkModified,2,Sets the isModified flag for this Chunk
func_76631_c,onChunkLoad,2,Called when this Chunk is loaded by the ChunkProvider
func_76632_l,getChunkCoordIntPair,2,Gets a ChunkCoordIntPair representing the Chunk's position.
func_76657_c,setExtSkylightValue,2,Sets the saved Sky-light value in the extended block storage structure.
func_76659_c,setBlocklightArray,2,Sets the NibbleArray instance used for Block-light values in this particular storage block.
func_76661_k,getBlocklightArray,2,Returns the NibbleArray instance containing Block-light data.
func_76662_d,getYLocation,2,Returns the Y location of this ExtendedBlockStorage.
func_76663_a,isEmpty,2,"Returns whether or not this block storage's Chunk is fully empty, based on its internal reference count."
func_76665_b,getExtBlockMetadata,2,Returns the metadata associated with the block at the given coordinates in this ExtendedBlockStorage.
func_76666_d,setSkylightArray,2,Sets the NibbleArray instance used for Sky-light values in this particular storage block.
func_76670_c,getExtSkylightValue,2,Gets the saved Sky-light value in the extended block storage structure.
func_76671_l,getSkylightArray,2,Returns the NibbleArray instance containing Sky-light data.
func_76672_e,removeInvalidBlocks,2,
func_76674_d,getExtBlocklightValue,2,Gets the saved Block-light value in the extended block storage structure.
func_76675_b,getNeedsRandomTick,2,"Returns whether or not this block storage's Chunk will require random ticking, used to avoid looping through random block ticks when there are no blocks that would randomly tick."
func_76677_d,setExtBlocklightValue,2,Sets the saved Block-light value in the extended block storage structure.
func_76686_a,get,2,
func_76690_a,convertToAnvilFormat,2,
func_76691_a,load,2,
func_76704_a,getChunkDataInputStream,2,Returns an uncompressed chunk stream from the region file.\n \n@param x Chunk X coordinate\n@param z Chunk Z coordinate
func_76705_d,outOfBounds,2,"args: x, z - check region bounds\n \n@param x Chunk X coordinate\n@param z Chunk Z coordinate"
func_76706_a,write,2,"args: x, z, data, length - write chunk data at (x, z) to disk\n \n@param x Chunk X coordinate\n@param z Chunk Z coordinate\n@param data The chunk data to write\n@param length The length of the data"
func_76707_e,getOffset,2,"args: x, z - get chunk's offset in region file\n \n@param x Chunk X coordinate\n@param z Chunk Z coordinate"
func_76708_c,close,2,close this RegionFile and prevent further writes
func_76709_c,isChunkSaved,2,"args: x, z, - true if chunk has been saved / converted\n \n@param x Chunk X coordinate\n@param z Chunk Z coordinate"
func_76710_b,getChunkDataOutputStream,2,Returns an output stream used to write chunk data. Data is on disk when the returned stream is closed.\n \n@param x Chunk X coordinate\n@param z Chunk Z coordinate
func_76711_a,setOffset,2,"args: x, z, offset - sets the chunk's offset in the region file\n \n@param x Chunk X coordinate\n@param z Chunk Z coordinate\n@param offset The chunk offset"
func_76712_a,write,2,"args: sectorNumber, data, length - write the chunk data to this RegionFile"
func_76713_b,setChunkTimestamp,2,"args: x, z, timestamp - sets the chunk's write timestamp\n \n@param x Chunk X coordinate\n@param z Chunk Z coordinate\n@param timestamp The chunk's write timestamp"
func_76727_i,getFloatRainfall,0,Gets a floating point representation of this biome's rainfall
func_76729_a,createBiomeDecorator,2,Allocate a new BiomeDecorator for this BiomeGenBase
func_76730_b,getRandomWorldGenForGrass,2,Gets a WorldGen appropriate for this biome.
func_76731_a,getSkyColorByTemp,0,"takes temperature, returns color"
func_76732_a,setTemperatureRainfall,2,Sets the temperature and rainfall of this biome.
func_76733_a,setFillerBlockMetadata,2,
func_76735_a,setBiomeName,2,
func_76736_e,isHighHumidity,2,Checks to see if the rainfall level of the biome is extremely high
func_76738_d,canSpawnLightningBolt,2,"Return true if the biome supports lightning bolt spawn, either by have the bolts enabled and have rain enabled."
func_76739_b,setColor,2,
func_76741_f,getSpawningChance,2,returns the chance a creature has to spawn.
func_76742_b,setEnableSnow,2,sets enableSnow to true during biome initialization. returns BiomeGenBase.
func_76744_g,getIntRainfall,2,Gets an integer representation of this biome's rainfall
func_76745_m,setDisableRain,2,Disable the rain for the biome.
func_76746_c,getEnableSnow,2,Returns true if the biome have snowfall instead a normal rain.
func_76747_a,getSpawnableList,2,Returns the correspondent list of the EnumCreatureType informed.
func_76793_b,genStandardOre2,2,Standard ore generation helper. Generates Lapis Lazuli.
func_76795_a,genStandardOre1,2,Standard ore generation helper. Generates most ores.
func_76797_b,generateOres,2,Generates ores in the current chunk
func_76838_a,cleanupCache,2,Removes BiomeCacheBlocks from this cache that haven't been accessed in at least 30 seconds.
func_76839_e,getCachedBiomes,2,Returns the array of cached biome types in the BiomeCacheBlock at the given location.
func_76840_a,getBiomeCacheBlock,2,Returns a biome cache block at location specified.
func_76885_a,getBiomeGenAt,2,"Returns the BiomeGenBase related to the x, z position from the cache block."
func_76931_a,getBiomeGenAt,2,"Return a list of biomes for the specified blocks. Args: listToReuse, x, y, width, length, cacheFlag (if false, don't check biomeCache to avoid infinite loop in BiomeCacheBlock)\n \n@param cacheFlag If false, don't check biomeCache to avoid infinite loop in BiomeCacheBlock"
func_76932_a,getBiomesToSpawnIn,2,Gets the list of valid biomes for the player to spawn in.
func_76933_b,loadBlockGeneratorData,2,"Returns biomes to use for the blocks and loads the other data like temperature and humidity onto the WorldChunkManager Args: oldBiomeList, x, z, width, depth"
func_76936_a,getRainfall,2,"Returns a list of rainfall values for the specified blocks. Args: listToReuse, x, z, width, length."
func_76937_a,getBiomesForGeneration,2,Returns an array of biomes for the location input.
func_76938_b,cleanupCache,2,Calls the WorldChunkManager's biomeCache.cleanupCache()
func_76939_a,getTemperatureAtHeight,0,Return an adjusted version of a given temperature based on the y height
func_76940_a,areBiomesViable,2,checks given Chunk's Biomes against List of allowed ones
func_76975_c,renderShadow,0,"Renders the entity shadows at the position, shadow alpha and partialTickTime. Args: entity, x, y, z, shadowAlpha, partialTickTime"
func_76977_a,renderEntityOnFire,0,"Renders fire on top of the entity. Args: entity, x, y, z, partialTickTime"
func_76978_a,renderOffsetAABB,0,"Renders a white box with the bounds of the AABB translated by the offset. Args: aabb, x, y, z"
func_76979_b,doRenderShadowAndFire,0,"Renders the entity's shadow and fire (if its on fire). Args: entity, x, y, z, yaw, partialTickTime"
func_76982_b,getWorldFromRenderManager,0,Returns the render manager's world object
func_76983_a,getFontRendererFromRenderManager,0,Returns the font renderer from the set render manager
func_76986_a,doRender,0,"Actually renders the given argument. This is a synthetic bridge method, always casting down its argument and then handing it off to a worker function which does the actual work. In all probabilty, the class Render is generic (Render<T extends Entity>) and this method has signature public void func_76986_a(T entity, double d, double d1, double d2, float f, float f1). But JAD is pre 1.5 so doe"
func_77030_a,getColorMultiplier,0,"Returns an ARGB int color back. Args: entityLiving, lightBrightness, partialTickTime"
func_77033_b,passSpecialRender,0,Passes the specialRender and renders it
func_77034_a,interpolateRotation,0,"Returns a rotation angle that is inbetween two other rotation angles. par1 and par2 are the angles between which to interpolate, par3 is probably a float between 0.0 and 1.0 that tells us where ""between"" the two angles we are. Example: par1 = 30, par2 = 50, par3 = 0.5, then return = 40"
func_77036_a,renderModel,0,Renders the model in RenderLiving
func_77037_a,getDeathMaxRotation,0,
func_77039_a,renderLivingAt,0,Sets a simple glTranslate on a LivingEntity.
func_77040_d,getSwingProgress,0,"Returns where in the swing animation the living entity is (from 0 to 1).  Args : entity, partialTickTime"
func_77041_b,preRenderCallback,0,"Allows the render to do any OpenGL state modifications necessary before the model is rendered. Args: entityLiving, partialTickTime"
func_77043_a,rotateCorpse,0,
func_77044_a,handleRotationFloat,0,Defines what float the third param in setRotationAngles of ModelBase is
func_77124_a,setCanBeCreated,2,"Sets canBeCreated to the provided value, and returns this."
func_77125_e,isVersioned,2,Returns true if this world Type has a version associated with it.
func_77126_d,getCanBeCreated,0,Gets whether this WorldType can be used to generate a new world.
func_77127_a,getWorldTypeName,2,
func_77128_b,getTranslateName,0,Gets the translation key for the name of this world type.
func_77129_f,setVersioned,2,Flags this world type as having an associated version.
func_77130_a,parseWorldType,2,
func_77131_c,getGeneratorVersion,2,Returns generatorVersion.
func_77132_a,getWorldTypeForGeneratorVersion,2,
func_77142_a,getByName,0,"Returns the game type with the specified name, or SURVIVAL if none found. This is case sensitive. Args: name"
func_77144_e,isSurvivalOrAdventure,2,Returns true if this is the SURVIVAL or ADVENTURE game type
func_77145_d,isCreative,2,Returns true if this is the CREATIVE game type
func_77146_a,getByID,2,"Returns the game type with the specified ID, or SURVIVAL if none found. Args: id"
func_77147_a,configurePlayerCapabilities,2,Configures the player capabilities based on the game type
func_77148_a,getID,2,Returns the ID of this game type
func_77149_b,getName,2,Returns the name of this game type
func_77158_f,getHardcoreEnabled,2,"Returns true if hardcore mode is enabled, otherwise false"
func_77159_a,enableBonusChest,2,Enables the bonus chest.
func_77160_d,getSeed,2,Returns the seed for the world.
func_77161_a,getGameTypeById,2,Gets the GameType by ID
func_77162_e,getGameType,2,Gets the game type.
func_77163_i,areCommandsAllowed,2,Returns true if Commands (cheats) are allowed.
func_77164_g,isMapFeaturesEnabled,2,Get whether the map features (e.g. strongholds) generation is enabled or disabled.
func_77165_h,getTerrainType,2,
func_77166_b,enableCommands,0,Enables Commands (cheats).
func_77167_c,isBonusChestEnabled,2,Returns true if the Bonus Chest is enabled.
func_77176_a,setScheduledTime,2,Sets the scheduled time for this tick entry
func_77191_a,performWorldGenSpawning,2,Called during chunk generation to spawn initial creatures.
func_77192_a,findChunksForSpawning,2,"adds all chunks within the spawn radius of the players to eligibleChunksForSpawning. pars: the world, hostileCreatures, passiveCreatures. returns number of eligible chunks."
func_77201_a,readRecipiesFromTags,2,
func_77202_a,getRecipiesAsTags,2,
func_77203_a,canRecipeBeUsed,2,"can par1,par2 be used to in crafting recipe par3"
func_77272_a,chunkXZ2Int,2,converts a chunk coordinate pair to an integer (suitable for hashing)
func_77273_a,getCenterXPos,2,
func_77274_b,getCenterZPosition,2,
func_77278_a,doExplosionA,2,Does the first part of the explosion (destroy blocks)
func_77279_a,doExplosionB,2,"Does the second part of the explosion (sound, particles, drop spawn)"
func_77316_c,getTranslatedName,2,"Returns the correct traslated name of the enchantment and the level in roman numbers.\n \n@param level The level of this enchantment, used to create a roman numeral representation of the enchantments tier."
func_77317_b,getMaxEnchantability,2,Returns the maximum value of enchantability nedded on the enchantment level passed.
func_77318_a,calcModifierDamage,2,Calculates the damage protection of the enchantment based on level and damage source passed.\n \n@param level The level of this enchantment.\n@param source The source of the damage.
func_77319_d,getMinLevel,2,Returns the minimum level that the enchantment can have.
func_77320_a,getName,2,Return the name of key in translation table of this enchantment.
func_77321_a,getMinEnchantability,2,Returns the minimal value of enchantability needed on the enchantment level passed.
func_77322_b,setName,2,Sets the enchantment name\n \n@param enchName The simple name for this enchantment.
func_77324_c,getWeight,2,Retrieves the weight value of an Enchantment. This weight value is used within vanilla to determine how rare an enchantment is.
func_77325_b,getMaxLevel,2,Returns the maximum level that the enchantment can have.
func_77326_a,canApplyTogether,2,"Determines if the enchantment passed can be applyied together with this enchantment.\n \n@param ench A possible enchantment that may be applied along side this enchantment, depending on the results."
func_77390_a,readFromTags,2,
func_77394_a,getItemToBuy,2,Gets the itemToBuy.
func_77395_g,writeToTags,2,
func_77396_b,getSecondItemToBuy,2,Gets secondItemToBuy.
func_77397_d,getItemToSell,2,Gets itemToSell.
func_77398_c,hasSecondItemToBuy,2,Gets if Villager has secondItemToBuy.
func_77399_f,incrementToolUses,2,
func_77442_b,canUnlockAchievement,2,"Returns true if the parent has been unlocked, or there is no parent"
func_77443_a,hasAchievementUnlocked,2,Returns true if the achievement has been unlocked.
func_77444_a,readStat,2,Reads the given stat and returns its value as an int.\n \n@param stat The StatBase object to lookup
func_77466_a,getFoliageColorPine,0,Gets the foliage color for pine type (metadata 1) trees
func_77467_a,setFoliageBiomeColorizer,0,
func_77468_c,getFoliageColorBasic,0,
func_77469_b,getFoliageColorBirch,0,Gets the foliage color for birch type (metadata 2) trees
func_77470_a,getFoliageColor,0,"Gets foliage color from temperature and humidity. Args: temperature, humidity"
func_77472_b,setClientActiveTexture,0,Sets the current lightmap texture to the specified OpenGL constant
func_77473_a,setActiveTexture,0,Sets the current lightmap texture to the specified OpenGL constant
func_77474_a,initializeTextures,0,Initializes the texture constants to be used when rendering lightmap values
func_77475_a,setLightmapTextureCoords,0,Sets the current coordinates of the given lightmap texture
func_77479_a,setGrassBiomeColorizer,0,
func_77480_a,getGrassColor,0,"Gets grass color from temperature and humidity. Args: temperature, humidity"
func_77487_a,getServerMotd,0,
func_77488_b,getServerIpPort,0,
func_77489_c,updateLastSeen,0,Updates the time this LanServer was last seen.
func_77493_a,calculateModifier,2,Generic method use to calculate modifiers of offensive or defensive enchantment values.
func_77501_a,getKnockbackModifier,2,Returns the Knockback modifier of the enchantment on the players held item.\n \n@param player The player being checked.
func_77502_d,getSilkTouchModifier,2,Returns the silk touch status of enchantments on current equipped item of player.\n \n@param player The player being checked.
func_77504_a,addRandomEnchantment,2,"Adds a random enchantment to the specified item. Args: random, itemStack, enchantabilityLevel"
func_77505_b,mapEnchantmentData,2,Creates a 'Map' of EnchantmentData (enchantments) possible to add on the ItemStack and the enchantability level passed.
func_77506_a,getEnchantmentLevel,2,Returns the level of enchantment on the ItemStack passed.\n \n@param enchID The ID for the enchantment you are looking for.\n@param stack The ItemStack being searched.
func_77508_a,getEnchantmentModifierDamage,2,Returns the modifier of protection enchantments on armors equipped on player.\n \n@param stacks An array of ItemStacks being checked.\n@param source The source of the damage.
func_77509_b,getEfficiencyModifier,2,Return the extra efficiency of tools based on enchantments on equipped player item.\n \n@param player The player being checked.
func_77510_g,getAquaAffinityModifier,2,Returns the aqua affinity status of enchantments on current equipped item of player.\n \n@param player The player being checked.
func_77511_a,getMaxEnchantmentLevel,2,Returns the biggest level of the enchantment on the array of ItemStack passed.\n \n@param enchID The ID of the enchantment being searched for.\n@param stacks The array of stacks being searched.
func_77513_b,buildEnchantmentList,2,"Create a list of random EnchantmentData (enchantments) that can be added together to the ItemStack, the 3rd parameter is the total enchantability level."
func_77514_a,calcItemStackEnchantability,2,"Returns the enchantability of itemstack, it's uses a singular formula for each index (2nd parameter: 0, 1 and 2), cutting to the max enchantability power of the table (3rd parameter)"
func_77516_a,applyEnchantmentModifierArray,2,Executes the enchantment modifier on the array of ItemStack passed.\n \n@param modifier The modifier being applied.\n@param stacks An array of ItemStacks that will have the modifier applied to them.
func_77517_e,getFortuneModifier,2,Returns the fortune enchantment modifier of the current equipped item of player.\n \n@param player The player being checked.
func_77518_a,applyEnchantmentModifier,2,Executes the enchantment modifier on the ItemStack passed.\n \n@param modifier The modifier being applied.\n@param stack The ItemStack having a modifier applied to.
func_77519_f,getLootingModifier,2,Returns the looting enchantment modifier of the current equipped item of player.\n \n@param player The player being checked.
func_77523_b,getAdFromPingResponse,0,
func_77524_a,getMotdFromPingResponse,0,
func_77525_a,getPingResponse,0,
func_77552_b,setWasNotUpdated,0,
func_77553_a,getWasUpdated,0,
func_77554_c,getLanServers,0,
func_77557_a,canEnchantItem,2,Return true if the item passed can be enchanted by a enchantment of this type.
func_77569_a,matches,2,Used to check if a recipe matches current crafting inventory
func_77570_a,getRecipeSize,2,Returns the size of the recipe area
func_77571_b,getRecipeOutput,2,
func_77572_b,getCraftingResult,2,Returns an Item that is the result of this recipe
func_77573_a,checkMatch,2,Checks if the region of a crafting inventory is match for the recipe.
func_77583_a,addRecipes,2,Adds the weapon recipes to the CraftingManager.
func_77586_a,addRecipes,2,Adds the tool recipes to the CraftingManager.
func_77589_a,addRecipes,2,Adds the crafting recipes to the CraftingManager.
func_77590_a,addRecipes,2,Adds the ingot recipes to the CraftingManager.
func_77592_b,getRecipeList,2,returns the List<> of all recipes
func_77594_a,getInstance,2,Returns the static instance of this class
func_77596_b,addShapelessRecipe,2,Adds a shapeless crafting recipe to the the game.\n \n@param recipeComponents An array of ItemStack's Item's and Block's that make up the recipe.
func_77599_b,getSmeltingList,2,
func_77602_a,instance,2,Returns an instance of FurnaceRecipes.
func_77607_a,addRecipes,2,Adds the dye recipes to the CraftingManager.
func_77608_a,addRecipes,2,Adds the food recipes to the CraftingManager.
func_77609_a,addRecipes,2,Adds the armor recipes to the CraftingManager.\n \n@param craftManager An instance of a CraftingManager.
func_77612_l,getMaxDamage,2,Returns the maximum damage an item can take.
func_77613_e,getRarity,2,Return an item rarity from EnumRarity
func_77614_k,getHasSubtypes,2,
func_77615_a,onPlayerStoppedUsing,2,Called when the player stops using an Item (stops holding the right mouse button).\n \n@param timeLeft The amount of ticks left before the using would have been complete
func_77616_k,isItemTool,2,Checks isDamagable and if it cannot be stacked
func_77619_b,getItemEnchantability,2,"Return the enchantability factor of the item, most of the time is based on material."
func_77620_a,getColorFromDamage,0,
func_77621_a,getMovingObjectPositionFromPlayer,2,
func_77622_d,onCreated,2,Called when item is crafted/smelted. Used only by maps so far.
func_77624_a,addInformation,0,"allows items to add custom lines of information to the mouseover description\n \n@param tooltip All lines to display in the Item's tooltip. This is a List of Strings.\n@param advanced Whether the setting ""Advanced tooltips"" is enabled"
func_77625_d,setMaxStackSize,2,
func_77626_a,getMaxItemUseDuration,2,How long it takes to use or consume an item
func_77627_a,setHasSubtypes,2,
func_77629_n_,shouldRotateAroundWhenRendering,0,Returns true if this item should be rotated by 180 degrees around the Y axis when being held in an entities hands.
func_77631_c,setPotionEffect,2,Sets the string representing this item's effect on a potion when used as an ingredient.
func_77634_r,hasContainerItem,2,True if this Item has a container item (a.k.a. crafting result)
func_77636_d,hasEffect,0,
func_77637_a,setCreativeTab,2,returns this;
func_77639_j,getItemStackLimit,2,Returns the maximum size of the stack for a specific item. *Isn't this more a Set than a Get?*
func_77640_w,getCreativeTab,0,gets the CreativeTab this item is displayed on
func_77642_a,setContainerItem,2,
func_77643_m_,isMap,2,false for all Items except sub-classes of ItemMapBase
func_77644_a,hitEntity,2,Current implementations of this method in child classes do not use the entry argument beside ev. They just raise the damage on the stack.\n \n@param target The Entity being hit\n@param attacker the attacking entity
func_77645_m,isDamageable,2,
func_77647_b,getMetadata,2,Converts the given ItemStack damage value into a metadata value to be placed in the world when this Item is placed as a Block (mostly used with ItemBlocks).
func_77651_p,getShareTag,2,"If this function returns true (or the item is damageable), the ItemStack's NBT tag will be sent to the client."
func_77653_i,getItemStackDisplayName,2,
func_77654_b,onItemUseFinish,2,Called when the player finishes using this Item (E.g. finishes eating.). Not called when the player stops using the Item before the action is complete.
func_77655_b,setUnlocalizedName,2,"Sets the unlocalized name of this item to the string passed as the parameter, prefixed by ""item."""
func_77656_e,setMaxDamage,2,set max damage of an Item
func_77657_g,getUnlocalizedNameInefficiently,2,"Translates the unlocalized name of this item, but without the .name suffix, so the translation fails and the unlocalized name itself is returned."
func_77658_a,getUnlocalizedName,2,Returns the unlocalized name of this item.
func_77659_a,onItemRightClick,2,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
func_77661_b,getItemUseAction,2,returns the action that specifies what animation to play when the items is being used
func_77662_d,isFull3D,0,Returns True is the item is renderer in full 3D when hold.
func_77663_a,onUpdate,2,Called each tick as long the item is on a player inventory. Uses by maps to check if is on a player hand and update it's contents.
func_77664_n,setFull3D,2,Sets bFull3D to True and return the object.
func_77667_c,getUnlocalizedName,2,Returns the unlocalized name of this item. This version accepts an ItemStack so different stacks can have different names based on their damage or NBT.
func_77668_q,getContainerItem,2,
func_77828_a,validBookTagContents,2,
func_77831_g,isSplash,2,returns wether or not a potion is a throwable splash potion based on damage value
func_77832_l,getEffects,2,Returns a list of potion effects for the specified itemstack.
func_77833_h,isEffectInstant,0,
func_77834_f,getEffects,2,Returns a list of effects for the specified potion damage value.
func_77840_a,spawnCreature,2,"Spawns the creature specified by the egg's type in the location specified by the last three parameters. Parameters: world, entityID, x, y, z."
func_77842_f,getMaterialName,2,"Returns the name of the material this tool is made from as it is declared in EnumToolMaterial (meaning diamond would return ""EMERALD"")"
func_77844_a,setPotionEffect,2,"sets a potion effect on the item. Args: int potionId, int duration (will be multiplied by 20), int amplifier, float probability of effect happening"
func_77845_h,isWolfsFavoriteMeat,2,Whether wolves like this food (true for raw and cooked porkchop).
func_77848_i,setAlwaysEdible,2,"Set the field 'alwaysEdible' to true, and make the food edible even if the player don't need to eat."
func_77849_c,onFoodEaten,2,
func_77861_e,getToolMaterialName,2,Return the name for this tool's material.
func_77872_a,updateMapData,2,
func_77873_a,getMapData,2,
func_77905_c,getPotionPrefix,2,"Given a potion data value, get its prefix as a translation ID."
func_77906_a,brewBitOperations,2,Manipulates the specified bit of the potion damage value according to the rules passed from applyIngredient.
func_77907_h,countSetFlags,2,Returns the number of 1 bits in the given integer.
func_77909_a,getPotionPrefixIndex,2,"Given a potion data value, get its prefix index number."
func_77910_c,isFlagSet,2,"Returns 1 if the flag is set, 0 if it is not set."
func_77911_a,calcPotionLiquidColor,2,Given a {@link Collection}<{@link PotionEffect}> will return an Integer color.
func_77912_a,parsePotionEffects,2,
func_77913_a,applyIngredient,2,Returns the new potion damage value after the specified ingredient info is applied to the specified potion.
func_77914_a,checkFlag,2,Checks if the bit at 1 << j is on in i.
func_77915_a,getLiquidColor,0,"Given a potion data value, get the associated liquid color (optionally bypassing the cache)"
func_77916_d,isFlagUnset,2,"Returns 0 if the flag is set, 1 if it is not set."
func_77917_b,getPotionEffects,2,Returns a list of effects for the specified potion damage value.
func_77942_o,hasTagCompound,2,Returns true if the ItemStack has an NBTTagCompound. Currently used to store enchantments.
func_77944_b,copyItemStack,2,"Creates a copy of a ItemStack, a null parameters will return a null."
func_77945_a,updateAnimation,2,Called each tick as long the ItemStack in on player inventory. Used to progress the pickup animation and update maps.
func_77946_l,copy,2,Returns a new stack with the same properties.
func_77948_v,isItemEnchanted,2,True if the item has enchantment data
func_77949_a,loadItemStackFromNBT,2,
func_77950_b,onItemUseFinish,2,"Called when the item in use count reach 0, e.g. item food eaten. Return the new ItemStack. Args : world, entity"
func_77951_h,isItemDamaged,2,returns true when a damageable item is damaged
func_77952_i,getItemDamage,2,
func_77953_t,getRarity,2,
func_77955_b,writeToNBT,2,Write the stack fields to a NBT object. Return the new NBT object.
func_77956_u,isItemEnchantable,2,True if it is a tool and has no enchantments to begin with
func_77957_a,useItemRightClick,2,"Called whenever this item stack is equipped and right clicked. Returns the new item stack to put in the position where this item is. Args: world, player"
func_77958_k,getMaxDamage,2,Returns the max damage an item in the stack can take.
func_77959_d,isItemStackEqual,2,compares ItemStack argument to the instance ItemStack; returns true if both ItemStacks are equal
func_77960_j,getMetadata,2,
func_77961_a,hitEntity,2,Calls the corresponding fct in di
func_77962_s,hasEffect,0,
func_77963_c,readFromNBT,2,Read the stack fields from a NBT object.
func_77964_b,setItemDamage,2,
func_77966_a,addEnchantment,2,Adds an enchantment with a desired level on the ItemStack.
func_77969_a,isItemEqual,2,compares ItemStack argument to the instance ItemStack; returns true if the Items contained in both ItemStacks are equal
func_77970_a,areItemStackTagsEqual,2,
func_77972_a,damageItem,2,Damages the item in the ItemStack
func_77973_b,getItem,2,Returns the object corresponding to the stack.
func_77974_b,onPlayerStoppedUsing,2,"Called when the player releases the use item button. Args: world, entityplayer, itemInUseCount\n \n@param timeLeft The amount of ticks left before the using would have been complete"
func_77975_n,getItemUseAction,2,
func_77976_d,getMaxStackSize,2,Returns maximum size of the stack.
func_77977_a,getUnlocalizedName,2,
func_77978_p,getTagCompound,2,Returns the NBTTagCompound of the ItemStack.
func_77979_a,splitStack,2,Splits off a stack of the given amount of this stack and reduces this stack by the amount.
func_77980_a,onCrafting,2,
func_77981_g,getHasSubtypes,2,
func_77982_d,setTagCompound,2,"Assigns a NBTTagCompound to the ItemStack, minecraft validates that only non-stackable items can have it."
func_77983_a,setTagInfo,2,
func_77984_f,isItemStackDamageable,2,true if this itemStack is damageable
func_77985_e,isStackable,2,Returns true if the ItemStack can hold 2 or more units of the item.
func_77986_q,getEnchantmentTagList,2,
func_77988_m,getMaxItemUseDuration,2,
func_77989_b,areItemStacksEqual,2,compares ItemStack argument1 with ItemStack argument2; returns true if both ItemStacks are equal
func_77995_e,getEnchantability,2,Return the natural enchantability factor of the material.
func_77996_d,getHarvestLevel,2,"The level of material this tool can harvest (3 = DIAMOND, 2 = IRON, 1 = STONE, 0 = IRON/GOLD)"
func_77997_a,getMaxUses,2,"The number of uses this material allows. (wood = 59, stone = 131, iron = 250, diamond = 1561, gold = 32)"
func_77998_b,getEfficiencyOnProperMaterial,2,The strength of this tool material against blocks which it is effective against.
func_78000_c,getDamageVsEntity,2,Returns the damage against a given entity.
func_78013_b,getTabLabel,0,
func_78014_h,setNoTitle,2,
func_78015_f,getBackgroundImageName,0,
func_78016_d,getTabIconItem,0,
func_78017_i,shouldHidePlayerInventory,0,
func_78018_a,displayAllReleventItems,0,only shows items which have tabToDisplayOn == this
func_78019_g,drawInForegroundOfTab,0,
func_78020_k,getTabColumn,0,returns index % 6
func_78021_a,getTabIndex,0,
func_78022_j,setNoScrollbar,2,
func_78023_l,isTabInFirstRow,0,returns tabIndex < 6
func_78024_c,getTranslatedTabLabel,0,Gets the translated Label.
func_78025_a,setBackgroundImageName,2,
